sellerName,sGender,sClass,sOccupation,seLocale,svName,svEthnicity,svGender,svAge,buyerName,bGender,bClass,bOccupation,bLocale,pL,pD,pF,pS,Year,Date,Title
Giorgio de Fornari,male,mercantes,,,Anastasia,Bosnian,female,30,Giorgio Cicala,male,nobili,,,200,,,,1470,1470,"Giovanni Danove, filza 2, series II, nr. 135"
Giorgio de Mari,male,nobiles,,,Maddalena,Russian,female,23,Innocenza Panigarola,female,nobili,,,192.5,,,192 l. 10 s.,1470,1470,"Lorenzo Costa, filza 4, nr. 252"
Giorgio de Marini,male,nobiles,,,Caterina,Moorish,female,18,Gabriele Marco,male,foreign,,Valencia,125,,,,1473,1473-12-17,"Tommaso Duracino, filza 16, nr. 915 (formerly nr. 925) *"
Giorgio de Varixio,male,mercantes,,,Melica,Bosnian,female,22,Raffaele de Recho,male,artefici,,Recco,160,,,,1486,1486,"Giacomo Rondanina, filza 10, series II, nr. 323"
Giorgio Garbarino,male,mercantes,,,Francesca,Circassian,female,14,Giovanni Focoberto,male,foreign,,Mallorca,90,,,,1471,1471,"Tommaso Duracino, filza 14, series II, nr. 371 (formerly nr. 374)"
Giorgio Grimaldi,male,nobiles,,,Caterina,Bosnian,female,37,Pietro Bordino,male,mercanti,,,132,,,,1477,1477-01-13,"Tommaso Duracino, filza 20, nr. 18"
Giorgio Leone,male,mercantes,,,Andrea,Tartaran,female,12,Bernardo Dale,male,,,,100,,,,1448,1448,"Giovanni Pineto, filza 12, nr. 138"
Giorgio Lomellini,male,nobiles,,,Maddalena,Moorish,female,20,Stefano de Clavaro,male,artefici,lanerius,,,50,,50 dc.,1474,1474-03-04,"Tommaso Duracino, filza 17, nr. 162 *"
Giorgio Marzocho,male,mercantes,,,Maddalena,Russian,female,16,Bartolomeo Gatto,male,artefici,scaterius,,150,,,,1439,1439,"Antonio Fazio, filza 6, series I, nr. 369"
Giorgio Noitolano,male,,,,Micale,Abkhazan,male,15,Paolo di ser Pieri,male,foreign,peliparius,Pisa,60,,,,1416,1416-02-08,"Giuliano Canella, register 5, 1415–1417, fol. 70r *"
Giorgio Salvagi,male,nobiles,,,Valentino,Circassian,male,14,Battista de Canali,male,artefici,calzolarius,,64,,,,1423,1423-05-10,"Antonio Fazio, filza 1, nr. ---"
Giorgio Stella,male,mercantes,,,Lucia,Russian,female,17,Niccolò Granello,male,foreign,,Bonifacio,190,,,,1459,1459-05-18,"Tommaso Duracino, filza 4, nr. 237"
Giovanni,male,,,,Clara,Russian,female,13,Caterina de Franchi,female,mercanti,,,,,,,1405,1405,"Lombardo di Santo Stefano, filza 2, series I, nr. 44"
Giovanni Anfosso,male,nobiles,,,Teodora,Bulgarian,female,18,Paolo Palamida,male,,,,128,,,,1428,1428,"Antonio Fazio, filza 2, series I, nr. 284"
Giovanni Arata,male,,,,Giorgio,Circassian,male,31,Damiano Belforte,male,,,,50,,,,1412,1412,"Giuliano Canella, register 3, 1412–1413, fol. 4r"
Giovanni Badano,male,,,,Marta,Russian,female,18,Gonsalo Rois,male,foreign,,Catalonia,140,,,,1451,1451,"Antonio Fazio, filza 14, series I, nr. 36"
Giovanni Basadonna,male,mercantes,,,Maria,Russian,female,25,Bartolomeo Grillo,male,nobili,,,,,,,,,
Giovanni Basadonna,male,mercantes,,,Scaramuccia,Russian,female,7,Bartolomeo Grillo,male,nobili,,,,,,,1453,1453-12-14,"Bartolomeo Risso, filza 6, nr. 227"
Giovanni Basadonna,male,mercantes,,,Margherita,Russian,female,12,Paolo Cortosio q. Gratiolo,male,mercanti,,,120,,,,1454,1454-03-28,"Tommaso Duracino, filza 1, series II, nr. 66"
Giovanni Battista Adorno,male,mercantes,,,Margherita,Bosnian,female,16,Giovanni de Signorio,male,nobili,,,,75,,75 dc.,1482,1482,"Nicolò Raggi, filza 12, nr. 22"
Giovanni Battista de Mari,male,nobiles,,,Lucia,Turkish,female,20,Teramo Semino,male,artefici,coirasarius,,220,,,,1479,1479,"Lorenzo Costa, filza 9, nr. 473"
Giovanni Battista de Marini,male,nobiles,,,,Bosnian,female,25,Antonio Iosia,male,,,,210,,,,1486,1486,"Martino Brignole, filza 3, nr. 187"
Giovanni Battista Lomellini,male,nobiles,,,Caterina,Moorish,female,26,Giorgio Marchione,male,mercanti,,,125,,,,1479,1479-11-11,"Tommaso Duracino, filza 22, nr. 622 *"
Giovanni Battista Pichenoto,male,nobiles,,,Clara,Abkhazan,female,20,Simone Lecavello,male,nobili,,,240,,,,1470,1470,"Giovanni Danove, filza 2, series II, nr. 77"
Giovanni Battista Spinola,male,nobiles,,,Caterina,Turkish,female,12,Giacomo Paxerio,male,mercanti,,,220,,,,1477,1477-06-07,"Tommaso Duracino, filza 20, nr. 270"
Giovanni Bignono,male,artefices,,,Cristiana,Tartaran,female,22,Giovanni de Pinu,male,foreign,,Pino (Corsica),105,,,,1400,1400,"Bartolomeo Gatto, register 9, volume I, 1399–1400, fol. 5v"
Giovanni Calvi,male,nobiles,notarius,,Maddalena,Russian,female,35,Giovanni de Bargalio,male,artefici,sensale,Bargagli,145,,,,1455,1455-08-19,"Antonio Fazio, filza 16, series I, nr. 312"
Giovanni Camilla,male,nobiles,,,Anna,Moorish,female,22,Francesco Pannoleo,male,,,,120,,,,1474,1474,"Lorenzo Costa, filza 6, series I, nr. 361"
Giovanni Carpento,male,nobiles,,,Sofia,Abkhazan,female,14,Antonio Lomellini,male,nobili,,,150,,,,1434,1434,"Branca Bagnara, filza 18, nr. 48"
Giovanni Carrega,male,artefices,notarius,,Agnese,Tartaran,female,20,Manuele Bustarino,male,nobili,,,150,,,,1428,1428,"Antonio Fazio, filza 2, series I, nr. 301"
Giovanni Cattaneo,male,nobiles,,,Caterina,Circassian,female,36,Andreola Cicala,male,nobili,,,90,,,,1418,1418,"Giuliano Canella, register 6, 1418–1421, fol. 21r"
Giovanni Cattaneo,male,nobiles,,,Margherita,Bosnian,female,23,Francesco Rido,male,,,,240,,,,1490,1490,"Girolamo Loggia, filza 3, series II, nr. 247"
Giovanni Cavalorto,male,artefices,faber,,Lucia,Tartaran,female,20,Matteo de Capriata,male,foreign,,Alessandria,130,,,,1451,1451,"Antonio Fazio, filza 14, series I, nr. 71"
Giovanni da Passano,male,nobiles,,,Caterina,Moorish,female,12,Agostino de Ronco q. Domenico,male,,,,125,,,,1491,1491-05-04,"Cristoforo Rollero, filza 2, item dated 1491-05-04"
Giovanni de Allegro,male,mercantes,,,Antonina,Tartaran,female,30,Giovanni de Astue de Lipusto,male,foreign,,Biscay,170,,,,1462,1462-03-08,"Tommaso Duracino, filza 6, series II, nr. 42"
Giovanni de Asario,male,mercantes,,,Maddalena,Tartaran,female,30,Battista de Saviniono,male,mercanti,,,62.25,,,62 l. 5 s.,1405,1405,"Cristoforo de Revellino, register 24, 1405, volume I, fol. 79r"
Giovanni de Averaria,male,artefices,tabernarius,,Lucia,Russian,female,16,Giovanni Agostino Ruffino,male,artefici,mersarius,,160,,,,1461,1461,"Giovanni Valdettaro, filza 1, series II, nr. 161"
Giovanni de Cabella,male,nobiles,,,Margherita,Tartaran,female,30,Stefano Pasano,male,,,,170,,,,1462,1462-07-09,"Tommaso Duracino, filza 6, series II, nr. 136"
Giovanni de Carpeneto,male,nobiles,,,Margherita,Russian,female,18,Matteo Maroso,male,,,,146,,,,1437,1437,"Antonio Fazio, filza 5, series I, nr. 142"
Giovanni de Cruce,male,nobiles,,,Elena,Bosnian,female,25,Domenico Accornerio,male,mercanti,,,110,,,,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 354v"
Giovanni de Cucurno,male,artefices,coperterius,,Margherita,Circassian,female,14,Bonino Rosiano,male,nobili,,,98,,,,1412,1412,"Giuliano Canella, register 3, 1412–1413, fol. 22r"
Giovanni de Franchi,male,mercantes,,,Maddalena,Tartaran,female,16,Pino de Saulo,male,artefici,notarius,,75,,,,1408,1408,"Bartolomeo Gatto, register 10, volume II, 1408, fol. 25r"
Giovanni de Franchi,male,mercantes,,,Maria,Circassian,female,20,Gaspare Spinola,male,nobili,,,170,,,,1457,1457-09-22,"Bartolomeo Risso, filza 5, series I, nr. 261 *"
Giovanni de Franchi,male,mercantes,,,Giacomo,Circassian,male,20,Battista Maruffo,male,mercanti,,,82.5,,,82 l. 10 s.,1407,1407,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 23r"
Giovanni de Invrea,male,artefices,draperius,,Agnese,,female,25,… Invrea,male,artefici,,,240,,,,1486,1486,"Nicolò Raggi, filza 16, nr. 562"
Giovanni de Levanto,male,mercantes,,,Albam,Abkhazan,male,36,Clemente Litardo,male,foreign,,Nice,90,,,,1440,1440,"Antonio Fazio, filza 6, series II, nr. 196"
Giovanni de Marini,male,nobiles,,,Lucia,Russian,female,22,Giovanni Triadano,male,artefici,scaterius,,145,,,,1437,1437,"Antonio Fazio, filza 5, series I, nr. 92"
Giovanni de Monleone,male,mercantes,,Monleone,Margherita,Abkhazan,female,24,Cristoforo de Salvo,male,nobili,,,150,,,,1455,1455-11-11,"Oberto Foglietta, filza 4, series I, nr. 292"
Giovanni de Monleone,male,mercantes,,Monleone,Margherita,Abkhazan,female,20,Viceto de Carmagnola,male,artefici,filator sete,Carmagnola,150,,,,1455,1455-11-22,"Antonio Fazio, filza 14, series III, nr. 347"
Giovanni de Montaldo,male,mercantes,,,Maddalena,Abkhazan,female,14,Lorenzo Moreno,male,nobili,,,125,,,,1428,1428,"Antonio Fazio, filza 2, series I, nr. 334"
Giovanni de Podio,male,artefices,,,Margherita,Tartaran,female,27,,,,,,,,,,1403,1403,"Cristoforo de Revellino, filza 20, nr. 67"
Giovanni de Ponte,male,artefices,,,Caterina,Bulgarian,female,32,Francesco de Sancto Miniato,male,artefici,scaterius,,150,,,,1479,1479-09-24,"Tommaso Duracino, filza 22, nr. 549 (formerly nr. 349)"
Giovanni de Porta,male,artefices,,,Aspertino,Russian,male,15,Perez da Bilbao,male,foreign,,Bilbao,90,,,,1443,1443,"Antonio Fazio, filza 8, series I, nr. 91"
Giovanni de Portufino,male,religious,cappellanus,church of San Pietro in Portafino,Maria,Russian,female,30,Preciosa Marocella,female,religious,monaca,Albaro,62,,,,1406,1406,"Bartolomeo Gatto, register 9, volume II, 1402–1406, fol. 195r"
Giovanni de Rapallo,male,mercantes,,,Maria,Russian,female,20,Giovanni Ricci,male,mercanti,,,130,,,,1441,1441,"Branca Bagnara, filza 6, series II, nr. 40"
Giovanni de Saulo,male,mercantes,pancogolus,,Caterina,Circassian,female,22,Alessio Salucio,male,artefici,,,150,,,,1466,1466-05-05,"Tommaso Duracino, filza 9, nr. 211"
Giovanni de Sopranis,male,mercantes,,,Caterina,Turkish,female,20,Giovanni de Cancelleriis,male,nobili,,,90,,,,1404,1404,"Giovanni de Allegro, register 2, 1400–1407, fol. 195r"
Giovanni de Spano,male,foreign,,Bonifacio,Margherita,Moorish,female,8,Giacomo Fanello de Castiliono,male,mercanti,draperius,Castiglione Chiavarese,85,,,,1496,1496,"Antonio Pastorino, filza 11, nr. 456"
Giovanni de Valdesio,male,foreign,,Castile,Giacomo,Tartaran,male,22,Giovanni de Ferreria,male,foreign,,de Sancto Adneri regni Castelle,80,,,,1433,1433,"Branca Bagnara, filza 18, nr. 30"
Giovanni de Vallebella,male,artefices,lanerius,,Caterina,Turkish,female,,Benedetto de Rapallo,male,artefici,bambaxarius,Rapallo,200,,,,1496,1496,"Antonio Pastorino, filza 11, nr. 653"
Giovanni delgi Albati,male,mercantes,,,Caterina,Circassian,female,24,Francesco de Ibiza de Valenza,male,foreign,,Ibiza,120,,,,1459,1459-03-07,"Tommaso Duracino, filza 4, nr. 94"
Giovanni de Castiglia,male,foreign,,Castile,Isabella,Moorish,female,21,Leonardo de Arziola,male,mercanti,scaterius,,200,,,200 l. worth of silk cloth,1495,1495-01-31,"Tommaso Duracino, filza 30, nr. 20 (formerly nr. 620)"
Giovanni di Negro,male,nobiles,,,Maria,Russian,female,20,Antonio Quarto da Lucca,male,foreign,,Lucca,100,,,,1409,1409,"Giuliano Canella, register 2, volume I, 1408–1410, fol. 81r"
Giovanni di Negro q. Melchiore,male,nobiles,,,Maria,Russian,female,21,Girolamo de Castelacio q. Cristoforo.,male,artefici,,,,,,,1455,1455-01-22,"Tommaso Duracino, filza 2, series I, nr. 24"
Giovanni Fatinante,male,mercantes,,,Giorgio,Tartaran,male,13,Tommaso Ganducio,male,nobili,,,68.75,,,68 l. 15 s.,1405,1405,"Cristoforo de Revellino, register 24, 1405, volume I, fol. 266r"
Giovanni Ferrande,male,foreign,,de Ermendua,Elena,,female,26,Niccolò Ancona,male,foreign,,Ancona,130,,,,1459,1459-07-14,"Tommaso Duracino, filza 4, nr. 382"
Giovanni Ferreto,male,,,,Giorgio,Tartaran,male,18,Teramo de Sale,male,artefici,,,120.73,,,120 l. 14 s. 8 d.i.,1459,1459-09-10,"Tommaso Duracino, filza 4, nr. 463"
Giovanni Frevante,male,artefices,notarius,,Caterina,Circassian,female,26,Giacomo Mongiardino,male,artefici,,,200,,,,1482,1482,"Nicolò Raggi, filza 12, nr. 865"
Giovanni Gadatalenta,male,foreign,,Pisa,Caterina,Russian,female,18,Antonio Petrichollo,male,foreign,,Pisa,140,,,,1415,1415,"Andrea Medianotte, filza 1, series I, nr. 90"
Giovanni Gasparino,male,artefices,callegarius,,Maria,Tartaran,female,24,Giacomo de Caro,male,foreign,,Trapani,,,33,33 fl.,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 159r"
Giovanni Gregorio Stella,male,mercantes,,Taggia,Valentino,Tartaran,male,18,Giovanni Ros,male,foreign,,Barcelona,90,,,,1448,1448-06-19,"Antonio Fazio, filza 13, series I, nr. 174"
Giovanni Grillo,male,nobiles,,,Caterina,,female,24,Giovanni de Gradi,male,mercanti,,,210,,,,1470,1470,"Lorenzo Costa, filza 4, nr. 442"
Giovanni Invrea,male,artefices,draperius,,Lucia,Russian,female,28,Giorgio de Benigasso,male,mercanti,,,202.75,,,202 l. 15 s.,1469,1469,"Giovanni Danove, filza 2, series I, nr. 489"
Giovanni Labaino,male,artefices,notarius,,Maddalena,Turkish,female,17,Niccolò Lavagnino q. Giovanni “de Recho”,male,mercanti,,Recco,160,,,,1432,1432-11-28,"Giovanni Pineto, filza 16, nr. 59"
Giovanni Lodisio Fieschi,male,nobiles,,,Caterina,Turkish,female,16,Paolo Gentile,male,nobili,phisicus,,,,,,1491,1491-10-27,"Cosimo de Abbati, filza 1, item dated 1491-10-27"
Giovanni Mangiavacca,male,artefices,scaterius,,Margherita,Bulgarian,female,22,Lodisio Grimaldi,male,nobili,,,210,,,,1470,1470-12-11,"Giovanni Danove, filza 2, series II, nr. 266 *"
Giovanni Marco,male,foreign,,Valencia,Anna,Circassian,female,30,Francheta Grillo,female,nobili,,,200,,,,1470,1470-12-19,"Tommaso Duracino, filza 13, series II, nr. 450"
Giovanni Marco,male,foreign,,Catalonia,Lucia,Turkish,female,16,Bartolomeo Ricci,male,artefici,scaterius,,200,,,,1491,1491-09-28,"Biagio Foglietta, filza 1, item dated 1491-09-28"
Giovanni Merello,male,mercantes,,,Giacobina,Tartaran,female,22,Leonardo Campofregoso,male,mercanti,,,75,,,,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 108r"
Giovanni Merello,male,artefices,barberius,,Elena,Circassian,female,32,Giovanno Focoberto,male,foreign,mercator,Mallorca,127,,,127 l. in a measure of wool from Mallorca,1465,1465-10-03,"Tommaso Duracino, filza 8, nr. 539"
Giovanni Mirono,male,,,Chios,Caterina,Bosnian,female,16,Barnaba de Sancto Blaxio,male,mercanti,,,215,,,,1482,1482,"Oberto Foglietta, filza 26, nr. 145"
Giovanni Modrens,male,foreign,,Barcelona,Giovanni,Tartaran,male,13,,,,,,100,,,,1447,1447-04-22,"Antonio Fazio, filza 13, series I, nr. 61 *"
Giovanni Molinario,male,foreign,,Pera,Elena,Bulgarian,female,18,Battista Berlenda,male,artefici,magister tinctorum,,200,,,,1464,1464-11-09,"Tommaso Duracino, filza 7, series II, nr. 315"
Giovanni Musso,male,nobiles,,,Margherita,Tartaran,female,12,Bernardo Casaldayguila,male,foreign,,Catalonia,,,,,1426,1426-06-20,"Branca Bagnara, register 3, 1426–1428, fols. 22v–23r"
Giovanni Musso,male,nobiles,,,Lucia,Circassian,female,13,Urbano Piccamiglio,male,nobili,,,90,,,,1415,1415,"Giuliano Canella, register 4, 1414–1415, fol. 267r"
Giovanni Navono,male,artefices,,,Lucia,Russian,female,15,Bartolomeo Priore,male,foreign,,Nice,120,,,,1441,1441,"Branca Bagnara, filza 6, series II, nr. 240"
Giovanni Negro,male,nobiles,spaerius,Lavagna,Cetrolla,Tartaran,female,16,Giovanni Greppo,male,artefici,peliparius,,36,,,,1376,1376-11-15,"Giovanni de Pignono, register 2, 1330–1380, fol. 192r"
Giovanni Odino,male,mercantes,,,Anna,Moorish,female,23,Bernardo Torres,male,foreign,,Ibiza,,35,,35 dc.,1477,1477-08-15,"Tommaso Duracino, filza 20, nr. 450 *"
Giovanni Palmario,male,mercantes,calzolarius,,Sofia,Turkish,female,30,Andrea de Vertio,male,artefici,formagarius,,70,,,,1490,1490,"Quirico Serravalle, filza 5, nr. 297"
Giovanni Pisano,male,artefices,mersarius,,Melica,Circassian,female,11,Limbania de Monte,female,artefici,,,50,,,,1403,1403,"Cristoforo de Revellino, filza 20, nr. 95"
Giovanni Pisano,male,artefices,mersarius,,Michele,Abkhazan,female,13,Giorgio Comberceto,male,,,,68.75,,,68 15 s.,1400,1400,"Bartolomeo Gatto, register 9, volume I, 1399–1400, fol. 26r"
Giovanni Praxina,male,,,,Angelina,Russian,female,14,Benedetto Casana,male,,,,,,,54 mine of wheat from Pisa,1462,1462-04-10,"Tommaso Duracino, filza 6, series II, nr. 75"
Giovanni Ragia,male,mercantes,scaterius,,Margherita,Abkhazan,female,23,Agostino de Laca,male,artefici,tornator,,153,,,,1481,1481-12-05,"Tommaso Duracino, filza 23, series II, nr. 461 *"
Giovanni Rasperio,male,,,,Lucia,Abkhazan,female,20,Lorenzo Denuto,male,,,,130,,,,1426,1426-07-08,"Branca Bagnara, register 3, 1426–1428, fol. 24r–v"
Giovanni Re,male,foreign,,Catalonia,Caterina,Russian,female,18,Demetrio Negrone,male,nobili,,,145,,,,1451,1451-08-25,"Bartolomeo Risso, filza 2, series I, nr. 202"
Giovanni Ricci,male,artefices,,,Martino,Russian,male,30,Manfredo Banca,male,foreign,,Messina,90,,,,1427,1427,"Antonio Fazio, filza 2, series I, nr. 200"
Giovanni Sopranis,male,mercantes,,,Margherita,Circassian,female,18,Filippo Spinola,male,nobili,,,300,,,,1490,1490,"Girolamo Loggia, filza 3, series II, nr. 293"
Giovanni Usodimare,male,nobiles,,,Maddalena,Russian,female,20,Gaspare Bartolomeo da Pisa,male,foreign,,Pisa,80,,,,1410,1410,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 35r"
Giovanni Usodimare,male,nobiles,,,Margherita,Bulgarian,female,20,Gaspare Bartolomeo da Pisa,male,foreign,,Pisa,100,,,,1410,1410,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 35r"
Giovanni Usodimare,male,nobiles,,,Bennisia,Russian,female,18,Teodoro Spinola,male,nobili,,,95,,,,1410,1410,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 36r"
Girolamo,male,,,,Lucia,Abkhazan,female,25,Barnaba Marchiano,male,mercanti,,,170,,,,1468,1468,"Tommaso Duracino, filza 11, nr. 237"
Girolamo Assereto,male,artefices,faber,,Caterina,Moorish,female,,Antonio Nototale,male,artefici,,,180,,,,1483,1483,"Tommaso Duracino, filza 24, series II, nr. 410"
Girolamo Calvi,male,nobiles,,,Caterina,Russian,female,20,Francesco de Ibiza,male,foreign,,Valencia,160,,,,1460,1460-05-08,"Tommaso Duracino, filza 5, nr. 226 (formerly nr. 420)"
Girolamo Carro,male,,,,Cristiano,Russian,male,20,Raffale Gabelo,male,,,,115,,,,1432,1432,"Giovanni Valdettaro, filza 1, series I, nr. 74"
Girolamo Cattaneo,male,nobiles,,,Maddalena,Circassian,female,10,Bartolomeo de Rossifiano,male,,,,110,,,,1431,1431,"Antonio Fazio, filza 2, series II, nr. 364"
Girolamo de Cassina,male,mercantes,,Albisola,Nicolasia,,female,18,Domenico Predenza,male,mercanti,,,140,,,,1451,1451-09-02,"Bartolomeo Risso, filza 2, series I, nr. 210"
Girolamo de Fornari,male,mercantes,,,Margherita,Bosnian,female,20,Stefano Frevante,male,artefici,,,335,,,"335 of ""paghe""",1494,1494,"Tommaso Duracino, filza 29, series II, nr. 81"
Girolamo de Fornari,male,mercantes,,,Ioham,Moorish,male,22,Anfreone Usodimare,male,nobili,,,40,,,,1490,1490,"Antonio Pastorino, filza 4, nr. 691"
Girolamo de Porta q. Bartolomeo,male,artefices,,,,Circassian,female,30,Baldassare Giustiniani,male,mercanti,,,222.5,,,222 l. 10 s.,1472,1472-03-26,"Battista Parisola, filza 8, nr. 206"
Girolamo de Recho,male,artefices,battifolius,Recco,Margherita,Bulgarian,female,16,Giovanni Fontecoberto,male,foreign,,Mallorca,178,,,,1465,1465-09-04,"Tommaso Duracino, filza 8, nr. 484"
Girolamo de Tacio,male,mercantes,,,Margherita,Russian,female,13,Domenico Carrega,male,artefici,,,140,,,,1435,1435,"Antonio Fazio, filza 4, series I, nr. 44"
Girolamo de Vico,male,,,,Maddalena,Russian,female,28,Corrado Lercari,male,nobili,,,158,,,,1456,1456-04-23,"Bartolomeo Risso, filza 6, nr. 348"
Girolamo de Vineis,male,artefices,fornarius,,Maddalena,Bosnian,female,18,Ambrogio Lomellini,male,nobili,,,200,,,,1469,1469-09-18,"Giovanni Danove, filza 2, series, I, nr. 558"
Girolamo Doria,male,nobiles,,,Cateroma,Moorish,female,14,Pellegro Rebuffo,male,mercanti,,,158,,,,1495,1495,"Antonio Pastorino, filza 10, nr. 370"
Girolamo Novario,male,nobiles,,,Giorgio,Circassian,male,22,Jaime Nirondo,male,foreign,,Mallorca,83,,,,1425,1425,"Giovanni Pineto, filza 7, nr. 16"
Girolamo Porrata,male,artefices,faber,,Lucia,Abkhazan,female,21,Matteo Viacavis Delcagnis,male,foreign,,Catalonia,200,,,,1467,1467-04-29,"Tommaso Duracino, filza 10, nr. 287 *"
Girolamo Zucareto,male,nobiles,,,Maria,Tartaran,female,13,Ginevra Sivori,female,artefici,,,50,,,,1405,1405,"Cristoforo de Revellino, register 24, 1405, volume I, fol. 23v"
Giuliano di Negro,male,nobiles,,,Alonsiho,Moorish,male,18,Gabriele Marco,male,foreign,,Valencia,,20,,20 dc.,1473,1473-11-05,"Tommaso Duracino, filza 16, nr. 791 *"
Giuliano Janoto,male,artefices,notarius,,Maddalena,Circassian,female,22,Tommaso Ellena,male,artefici,faber,,90,,,,1411,1411,"Lorenzo Villa, filza 1, nr. 113"
Giuliano Lomellini,male,nobiles,,,Melica,Turkish,female,34,Lorenzo de Sancto Miniato,male,artefici,corrigiarius,San Miniato,75,,,,1418,1418,"Giuliano Canella, register 6, 1418–1421, fol. 77r"
Giuliano q. Bartolomeo,male,artefices,categarius,Voltri,Maria,Moorish,female,35,Gabriele Marco,male,foreign,,Valencia,110,,,,1475,1475-02-27,"Tommaso Duracino, filza 18, nr. 96 (formerly nr. 287)"
Giuliano q. Bartolomeo,male,artefices,categarius,Voltri,,Moorish,male,5,Gabriele Marco,male,foreign,,Valencia,,,,,1475,1475-02-27,"Tommaso Duracino, filza 18, nr. 96 (formerly nr. 287)"
Giuliano Schiavina,male,,,Voltri,Margarita,Russian,female,14,Giannotto de Sancto Ambroxio,male,artefici,,,66,,,,1411,1411-10-15,"Giovanni de Recco, filza 1, series I, nr. 22"
Giusto Boneto,male,,,,Maria,Abkhazan,female,22,Niccolò de Loco,male,artefici,calzolarius,,150,,,,1428,1428,"Antonio Fazio, filza 2, series I, nr. 319"
Goffredo Cattaneo,male,nobiles,,,Valentino,Turkish,male,19,Francesco Grimaldi,male,nobili,,,,30,,30 dc.,1487,1487,"Antonio Pastorino, filza 2, nr. 546"
Goffredo de Sancto Romulo,male,artefices,faber,San Remo,Margherita,Russian,female,15,Pietro Leone rector of the Chiesa di San Vincenzo,male,religious,rector,,145,,,,1435,1435-07-15,"Antonio Fazio, filza 4, series I, nr. 205"
Goffredo Fieschi,male,nobiles,,,Marta,Tartaran,female,20,Giacomo Villa,male,foreign,,Mallorca,87,,,,1415,1415-10-03,"Giuliano Canella, register 5, 1415–1417, fol. 13r"
Goffredo Gentile,male,nobiles,,,Caterina,Circassian,female,20,Goterio Doria,male,nobili,,,140,,,,,,
Goffredo Lercari,male,nobiles,,,Marta,Abkhazan,female,28,Gregorio Lercari,male,nobili,,,200,,,,1464,1464,"Oberto Foglietta, filza 9, nr. 91"
Goffredo Lercari,male,nobiles,,,Caterina,Abkhazan,female,28,Lodisio Vidal,male,foreign,,Mallorca,180,,,,1467,1467-03-17,"Tommaso Duracino, filza 10, nr. 191 *"
Gottardo Stella,male,mercantes,chancellor of Genoa,Sarzana,Anna,Russian,female,25,Giorgio Veglio,male,foreign,mercator,Ibiza,137.5,,,137 l. 10 s.,1448,1448-07-11,"Andrea de Cairo, filza 4, nr. 163"
Gregorio de Bozzolo,male,mercantes,,,Marta,Bosnian,female,20,Perego,male,foreign,,Milano,300,,,,1497,1497,"Cipriano Foglietta, filza 3, nr. 54"
Gregorio de Clavaro,male,artefices,,,Marosia,Russian,female,13,Pietro Spinola,male,nobili,,,160,,,,1453,1453,"Antonio Fazio, filza 15, series I, nr. 256"
Gregorio de Franchi,male,mercantes,,,Caterina,Mingrelian,female,28,Girolamo Palmario,male,mercanti,,,200,,,,1490,1490,"Tommaso Duracino, filza 28, series I, nr. 95"
Gregorio de Godano,male,mercantes,,,Marta,Abkhazan,female,25,Giovanni Cazella,male,,,,160,,,,1468,1468,"Giovanni Valdettaro, filza 2, series II, nr. 31"
Gregorio de Marini,male,nobiles,,,Elena,Moorish,female,23,Girolamo de Viglevano,male,foreign,,Vigevano,200,,,,1480,1480-11-07,"Lorenzo Costa, filza 10, nr. 404"
Gregorio de Rutiliario,male,nobiles,,,Maria,Moorish,female,18,Bartolomeo Grimaldi,male,nobili,,,160,,,,1481,1481-06-12,"Tommaso Duracino, filza 23, series II, nr. 249 *"
Gregorio Giusti,male,mercantes,,,Benedetta,Abkhazan,female,22,Andreolo Fieschi,male,nobili,,,112.5,,,112 l. 10 s.,1416,1416-07-04,"Giuliano Canella, register 5, 1415–1417, fol. 165r"
Gregorio Lavagio,male,artefices,callegarius,,Lucia,Tartaran,female,14,Bernardo de Albario,male,artefici,scaterius,Albaro,150,,,,1428,1428,"Antonio Fazio, filza 2, series I, nr. 275"
Gregorio Molinario,male,artefices,patrono di nave,Policastro,Caterina,Moorish,female,---,Pietro Marenco,male,mercanti,,,,24,,24 dc.,1493,1493,"Davide Staliano, filza 1, nr. 255"
Gregorio Navono,male,artefices,,,Caterina,Mingrelian,female,35,Battista Piccamiglio,male,nobili,,,247.25,,,247 l. 5 s.,1482,1482,"Nicolò Raggi, filza 12, nr. 392"
Gregorio Pallavicini,male,nobiles,,,Maria,Circassian,female,26,Ambrogio Lomellini,male,nobili,,,270,,,,1497,1497,"Antonio Pastorino, filza 12, nr. 290"
Gregorio Stefano de Pornasio q. Giovanni Stefano,male,foreign,olim correrius,de Pornasio,Caterina,Moorish,female,20,Bernardo de Carreto q. Giovanni Giacomo,male,nobili,,,80,,,,1489,1489-10-08,"Giovanni Battista Parisola, filza 7, series II, nr. 324"
Guglielmo Carezza,male,nobiles,,,Caterina,Circassian,female,26,Giovanni Topori,male,artefici,draperius,,190,,,,1461,1461-07-18,"Tommaso Duracino, filza 6, series I, nr. 236"
