hName,hGender,hClass,hOcc,hLoc,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svActive,,,,svID,svOMID,fs,3pserv,py,3ppay,patr,pl,actTitle,actDate,actYear,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItOMID,rights,actID,actOMID,actTitle,ActDescription
Daniele Spinola,male,nobiles,,,1436–1461,f3cff267-70ac-4edb-a6b3-1acd0f7cea08,39879,Margarita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1426–1461,1426,1461,35,a571034d-03fe-4733-b723-14d71071c1d4,40099,3,,,,y,in the house inhabited by the holder,"Tommaso Duracino, filza 6, series I, nr. 184",1461-05-18,1461,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 893,b4ce29bc-1c24-4f02-bd03-22ab84e5a8f1,37837,Archivio di stato di Genova,5c682a37-a951-4b6f-bf2a-2ad96d895f58,40410,Franchixia,"A certain Daniele Spinola frees the Circassian slave Margherita, who is 35 years of age."
Demetrio Negrone,male,nobiles,,,1426–1452,207334f9-95c6-40e7-8e03-773401ea94e0,30244,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1430–1452,1430,1452,22,52cd7248-00a1-4eee-9526-79e9005e742c,39979,,,,,y,at the table of the notary,"Bartolomeo Risso, filza 2, series II, nr. 59",1452-03-10,1452,Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 716,d592d12c-c291-4af8-96c4-6efad6cb8411,37822,Archivio di stato di Genova,0b453b16-8577-44e5-bd11-4923390c04fc,40228,Franchixia,"A certain Demetrio de Nigrono frees the Abkhazan slave Caterina, who is 32 years of age."
Despina Centurione,female,nobiles,,,1448–1497,0b3f4f07-d60a-469b-be74-77e3d268d18a,37376,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1447–1497,1447,1497,50,522c61a8-f85d-45a4-be94-bc18d4ae141e,39972,,,,,,,"Niccolò Raggi, filza 24, nr. 482",1497,1497,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1036,d1705484-6b73-4195-a234-3e2cf5620573,37750,Archivio di stato di Genova,b3e5a3d8-cef0-4e95-aec5-75f0c6240706,40366,Franchixia,"A certain Despina Centurione frees the Circassian slave Maddalena, who is 50 years of age."
Domenico de Mari,male,nobiles,,,1461–1486,55923154-5d7c-49e0-8b14-500e23c68a00,39880,Maria,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,–1486,,1486,1486,6587b535-4f53-4f08-982d-946d3b7e4c3c,40100,,,,,,,"Lorenzo Costa, filza 12, nr. 396",1486,1486,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 998,ee95aca6-a319-42fa-9067-044c25103fb4,37865,Archivio di stato di Genova,e72c1b68-fafb-4398-ac37-ed5d800b6614,40327,Franchixia,"A certain Domenico de Mari frees the Moorish slave Maria, who is --- years of age."
Domenico de Matteo,male,artefices,notary,,1396–1421,f7d49dda-7447-492c-86b9-324851145e05,39881,an unnamed Russian person,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,unknown,–1421,,1421,1421,3328b5f3-05d6-4695-be2b-092cbc8d7366,40101,,,,,,,"Gregorio de Ponte, filza 1, series I, nr. 104",1421,1421,Gregorio de Ponte,8ad3b95f-9a9e-4c1b-8d0a-177ff290374d,39520,Notai antichi 684,140ad9f2-e52d-4495-801e-fba9887f96c4,39812,Archivio di stato di Genova,cd96514f-75ac-4bc4-b5fc-cb8f856dbb75,40314,Franchixia,A certain notary Domenico Matteo frees a Russian slave.
Domenico Grimaldi,male,nobiles,,,1460–1485,7877b63e-d0d4-4351-9aa5-7d606178acb8,39882,Caterina,,,,female,–1485,,1485,1485,a7129626-177a-46f0-90d1-85cd2c36745a,40102,,,,,,,"Niccolò Raggi, filza 15, nr. 285",1485,1485,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028c,ab0f0bd3-bebe-4377-8cca-2290860c096e,37743,Archivio di stato di Genova,3841f273-dd2e-493f-9d38-d3464521e4a5,40357,Franchixia,"A certain Domenico Grimaldi frees the --- slave Caterina, who is --- years of age."
Donaino Imperiale,male,nobiles,,,1377–1402,9ba2d96b-bf9f-460f-b38d-538b5b04a249,39707,Giorgio,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,male,–1402,,1402,1402,4283f180-938c-450e-83d8-80a58ce63b66,39683,,,,,,,"Giovanni de Bozzolo, register 2, 1382–1403, fol. 236v",1402-03-15,1402,Niccolò de Sigestro,7a3b2ff8-9bfe-4d98-b4d2-119a572e8903,39713,Notai antichi 462,840f2eaf-e386-44bd-97f7-26caf839ad17,39714,Archivio di stato di Genova,d7ad8c55-e5e9-4494-9394-89c982f853cf,39715,Franchixia sclavi,"A certain Donaino Imperiale and Gabriele Imperiale free the Tartaran slave Giorgio, whose age is not indicated."
Enrico Camilla,male,nobiles,,,1449–1487,5e29aa7a-66be-4a9a-a6e1-01a0037e165f,23143,Valentino,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,male,–1487,,1487,1487,bd039ee3-95ec-475d-8654-1faef9f8ef77,39994,,,,,,,"Lorenzo Costa, filza 12, nr. 660",1487,1487,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 998,ee95aca6-a319-42fa-9067-044c25103fb4,37865,Archivio di stato di Genova,ff12eba1-f25d-4b1d-8aaf-e1b279fb5c96,40328,Franchixia,"A certain Enrico Camilla frees the Moorish slave Valentino, who is --- years of age."
Enrico Pinelli,male,nobiles,,,1443–1480,917eb84f-43e9-4719-b067-8c54181cb091,39267,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1436–1468,1436,1468,32,bb534dda-9f9d-4bce-a494-200856a0b393,39693,12,,,,y,at the table of the notary,"Simone Canella, filza 1, series I, nr. 316",1468-05-30,1468,Simone Canella,cdf8188d-eacd-4f39-b4ff-3c19792d068f,23162,Notai antichi 869,002d13f6-c68a-4ab1-96cc-da6ce6d30d0d,39724,Archivio di stato di Genova,a85f1c6d-bfc7-4854-92e4-aa3dee6f3d49,39725,Franchixia sclave,"The brothers Enrico and Luca Pinelli free the enslaved Russian woman Maria, who is approximately 32 years of age."
Filippo Salvago,male,nobiles,,,1428–1464,8e3fde48-2295-45a8-bafb-36e170dc1090,26028,Agnese,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1419–1464,1419,1464,45,cd4e804b-d187-4d33-9942-f042b7c0eda1,40008,5,,,,y,in a home of an independent party,"Tommaso Duracino, filza 7, series II, nr. 29",1464-01-30,1464,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 894,a94058bf-7e65-489c-b6f0-8e5c16d11516,37838,Archivio di stato di Genova,5f86fb03-b739-4bc3-bab5-8470a3dba63b,40413,Franchixia,"A certain Filippo Salvagi frees the Russian slave Agnese, who is 45 years of age."
Franca Gattilusio,female,mercantes,,,1448–1473,2caabac4-bccb-48b8-bc61-05a6840277d0,39883,Anastasia,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,–1473,,1473,1473,73a955d1-32af-45eb-bb95-fecca6706bce,40103,,,,,,,"Lorenzo Costa, filza 5, nr. 344",1473,1473,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 991,aa2caff8-ae80-455f-bd5b-37ca494273c7,37860,Archivio di stato di Genova,68b8c60f-48f4-4ca5-b393-f49273fa8d63,40335,Franchixia,"A certain Franca Gatilusio frees the Abkhazan slave Anastasia, whose age is not indicated."
Francesco de Levanto,male,artefices,,27626,1471–1496,31a9619f-6916-4a2c-9231-6537e1fa9a83,39884,Margarita,Greek,a60cb7ee-a97d-42d1-b314-5fdc396b40f7,37490,female,–1496,,1496,1496,36866f44-99fc-4f7d-96f0-9a605b07bd29,40104,,,,,,,"Lorenzo Costa, filza 17, nr. 370",1496,1496,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 1003,ee5ad8a6-ba9c-409d-895b-99897b53c334,39766,Archivio di stato di Genova,76ce0297-6e72-48a9-9a54-158dcd3a26b7,40332,Franchixia,"The Greek slave Margherita, who is --- years of age, is freed by a certain Francesco ""de Levanto""."
Francesco de Turrilia,male,mercantes,,,1439–1464,3946ff9c-d259-4d65-9dba-81f31e755aeb,39885,Marta,,,,female,–1464,,1464,1464,aa9b932a-0835-40d4-8dcb-99de833f40b3,40105,,,,,,,"Tommaso Duracino, filza 7, series II, nr. 358",1464-11-19,1464,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 894,a94058bf-7e65-489c-b6f0-8e5c16d11516,37838,Archivio di stato di Genova,d4b6bee1-b8e8-45bb-96df-11b33b59d876,40414,Franchixia,The slave Marta of the deceased Pedro Dominguez is freed by a certain Francesco de Turrilia.
Francesco Sforza,male,foreign,,26138,1495–1535,387eaae9-513a-44aa-a130-4e9331f1c04d,39702,Bastiano,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,male,1508–1533,1508,1533,25,babca6d4-9387-4730-868a-7a7e97cbc774,39984,,,,,--,in the house inhabited by the holder,"Niccolò de Coronato Pallavicini, filza 11, nr. 127bis",1533-04-06,1533,Niccolò de Coronato Pallavicini,8c849873-3f53-4a47-8a89-4d076410e269,31250,Notai antichi 1670,7ec48f94-e537-4eb7-93ae-708bbf2b100e,39780,Archivio di stato di Genova,9849eef0-0562-4d5a-9dae-47a5aadd98ef,40352,Franchixia sclave,"The duke of Milan, Francesco II Sforza, fees the Moorish slave Bastiano, who is 25 years of age, along with his descendants."
Francesco Stella,male,mercantes,,,1432–1457,24cc4480-3060-4f6a-b0a7-e3b78a789cf7,39886,Venturino,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,male,1432–1457,1432,1457,25,36415592-22da-485c-9d93-5805f06a24b2,40106,5,,,,y,in the house inhabited by the holder,"Tommaso Duracino, filza 3, series I, nr. 90",1457-03-15,1457,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,89295240-786f-4f32-bfdd-aaf93eaef736,40403,Franchixia,"In this deed, a certain Francesco Stella di Baptiste frees the Circassian slave Venturino, who is 25 years of age."
Franchina Spinola,female,nobiles,,,1458–1483,f0bc3886-7c9c-451f-8275-dd593dd48eb2,39887,Martino,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,male,1423–1483,1423,1483,60,e47a91a0-bd47-461c-a85e-dc175434022d,40107,,,,,,,"Niccolò Raggi, filza 13, nr. 511",1483,1483,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028a,d1821d28-f2ae-49e2-b134-5fa3692e1b41,37741,Archivio di stato di Genova,e29dd8e1-94bb-417a-8953-4a3024367fba,40353,Franchixia,"A certain Franchina Spinola frees the Russian slave Martino, who is 60 years of age."
Franco Fieschi,male,mercantes,,,1481–1506,f02284c1-7e20-45e9-8c0e-35a7490889d0,39888,Maria,Jewish,818c9d6f-fe39-41e0-a4b5-b23b89fa55dc,31282,female,1484–1506,1484,1506,22,d4fe0541-1e25-4555-947d-0531bf64a95c,40108,4,,15 duc.,y,n,in the house inhabited by the holder,"Girolamo Loggia, filza 6, series II, nr. 335",1506-04-23,1506,Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1126,9dea4aaf-7f86-4786-94c8-70ffb663e609,39772,Archivio di stato di Genova,9ff32d50-30be-4c02-ba80-16b43cefd392,40312,Franchixia,
Gabriele Casanova,male,artefices,,,1465–1490,696fb212-2441-4fd5-a116-bf249b96113d,39889,Anna,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,1464–1490,1464,1490,26,ccd60efb-ee74-403d-8933-9c75bbb64c6b,40109,4,y,40,y,--,at the table of the notary,"Tommaso Duracino, filza 28, series I, nr. 218",1490-11-04,1490,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 914bis,3b9a407f-2845-4fd0-a2e0-03136dc1af04,39295,Archivio di stato di Genova,a58a7f3f-b734-45ca-aea4-7c9448d797bf,40399,Franchixia,"Gioffrè lists this as from 1491, thus in series II of this filza, but the item is in series I and likely from 1490. In this deed, a certain Gabriele Casanova frees the Bosnian slave Anna, who is 26 years of age."
Galeotto Pinelli,male,nobiles,,,1402–1427,236b29aa-b0de-4bcd-9d1e-a6a72575d790,39890,Olivetto,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,1397–1427,1397,1427,30,6292b2e8-e82b-46d4-ab2e-5675ed09a0fc,40110,,,,,,,"Battista Crosa, filza 1, nr. 74",1427,1427,Battista Crosa,c2fa935f-c9fa-4094-b8d5-e728981dbc07,31225,Notai antichi 645,421af37d-1ae9-4961-961f-56f6159eaefb,37812,Archivio di stato di Genova,89a9e533-e3c7-47e8-bf0d-df8846f350b1,40237,Franchixia,"A certain Galeoto Pinelli frees the Abkhazan slave Oliveto, who is 30 years of age."
Gaspare Botto,male,artefices,tinctor septe,,1467–1518,51b2c61a-f223-4569-9773-d4c0999c0d52,26940,Giacobino,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,male,1499–1518,1499,1518,19,6d10c030-754d-4c01-a62a-cda6ff225636,39988,10,,,,y,in the house inhabited by the holder,"Cristoforo Rollero, filza 7, nr. 119",1518-08-28,1518,Cristoforo Rollero,5979e254-0559-445e-8d28-acd207c47908,25523,Notai antichi 1214,bb805357-eb43-4de5-8666-be22200bb575,39774,Archivio di stato di Genova,de586dbf-f310-4554-ab76-cf6cde3cf6a6,40256,Franchixia,
Gaspare Cattaneo,male,nobiles,,,1422–1447,62d90e35-5117-49b4-b9e1-bcf4f40adb78,31100,Marta,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1417–1447,1417,1447,30,564bbfb7-679a-4385-9210-eb2dd59d4648,39997,,,,,,,"Antonio Fazio, filza 13, series I, nr. 137 *",1447-12-22,1447,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 587,e8914049-a5fb-484b-a5f8-a2b818ee4827,37799,Archivio di stato di Genova,4804dc1b-8219-46a4-acc4-09f3b695a072,40201,Franchixia,"A certain Gaspare Cattaneo frees the Tartaran slave Marta, who is 30 years of age. The item number is unverified."
Gaspare Giustiniani,male,mercantes,,,1471–1496,92200af0-7641-4886-9919-cf16cb86b2cc,39891,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,–1496,,1496,1496,697ae118-5871-4477-b921-acdf6647c518,40111,,,,,,,"Lorenzo Costa, filza 17, nr. 10",1496,1496,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 1003,ee5ad8a6-ba9c-409d-895b-99897b53c334,39766,Archivio di stato di Genova,ad058004-c7eb-4960-8ea3-e72932ea717f,40331,Franchixia,"A certain Gaspare Giustiniani frees the Circassian slave Lucia, whose age is not given."
Genesio Costa,male,artefices,,,1466–1491,a1562e63-b3d8-4f77-9362-5813461e95de,39892,Margarita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1436–1491,1436,1491,55,374de21a-534c-4121-ab82-1d81c38796c0,40112,,,,,,,"Lorenzo Costa, filza 14, nr. 669",1491,1491,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 1000,d4d8da64-3d5b-4075-b537-d86f7dfd7c4d,37739,Archivio di stato di Genova,e503ef96-2457-497b-86d3-9a0080f1b9a8,40329,Franchixia,"A certain Genesio Costa frees the Circassian slave Margherita, who is 55 years of age."
Gherardo de Clavica,male,artefices,,,1393–1418,8140f205-6c7c-4022-aef1-a8b1734d08a6,39893,Melica,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1368–1418,1368,1418,50,282dce54-ed8e-457c-a396-0fffceb68cb9,40113,,,,,,,"Bartolomeo Pino de Saulo, filza 1, nr. 269",1418,1418,Bartolomeo Pino de Saulo,8f54e4f5-6d53-410f-a1d2-d12844aa696e,30868,Notai antichi 486,05f0b331-2a02-4e6d-b104-161b8da5cbf0,39794,Archivio di stato di Genova,870d007c-5145-4058-8971-6dca53101f4e,40227,Franchixia,A certain Guirardo de Clavica frees the Tartaran slave Melica who is 50 years of age.
Gherardo Lomellini,male,nobiles,,,1439–1466,80471067-cdcb-42ba-8e79-190c940eb157,24400,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1422–1464,1422,1464,42,25336da4-0345-4b88-9159-18b4add5b388,40005,L + 1,,,,y,in the house inhabited by the holder,"Giovanni Danove, filza 1, series II, nr. 338",1464-11-13,1464,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 916,1384fdb3-c79e-469a-a434-4e2372ef0a37,39825,Archivio di stato di Genova,8ad2665b-6309-4b83-9e1e-2a3c8c748076,40276,Franchixia,"A certain Gherardo Lomellini q. Marco frees the Circassian slave Lucia, who is 42 years of age."
Giacoba Spinola,female,nobiles,,,1468–1493,90f8ba18-d7f9-4ead-8f17-ad8bddef8a2e,39894,Maddalena,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,–1493,,1493,1493,b1f3127b-7b50-423a-a64e-a4da82707d38,40114,,,,,,,"Pellegro Castelletto, filza 1, nr. 371",1493,1493,Pellegro de Casteletto,102f37cd-138d-4954-b532-dd15f7492864,23179,Notai antichi 1275bis,b07e983a-e87d-44db-8b0b-e4acfa4d93f4,37762,Archivio di stato di Genova,ce8dd974-20dd-4eb5-8e48-3eef8d39e587,40373,Franchixia,"A certain Giacoba (Iacobineta) Spinola frees the Hungarian slave Maddalena, who is --- years of age, and whom she had just inherited."
Giacomo Cattaneo,male,nobiles,,,1464–1514,9182c3eb-fb0b-4aca-9438-cecaa77cf931,23202,Gianico,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,male,–1489,,1489,1489,3a97ed3d-e790-499f-8e1e-cad3ebe5b618,40010,,,,,,,"Tommaso Duracino, filza 27, series II, nr. 235",1489,1489,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 914,11a212a2-86c1-4e3e-8c64-48384309ae67,37853,Archivio di stato di Genova,a8a9f27c-f9f4-4a35-88a7-bdabeaf1cf42,40398,Franchixia,"A certain Iacopo Cattaneo frees the Moorish slave Ianico, who is --- years of age."
Giacomo de Matteo,male,artefices,faber,,1457–1482,f68cd0f6-d578-4232-8032-102ab9f7bdef,39895,Nestasia,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1427–1482,1427,1482,55,bde2af32-ef8e-4042-91dc-db40da0882c9,40115,,,,,,,"Bernardo Tassorello, filza 1, nr. 88",1482,1482,Bernardo Tassorello,960571d7-d960-4c39-8b30-2b902a015e0a,25803,Notai antichi 1242ter,15929397-85b0-4243-a87f-2c6f0bf18aa8,39776,Archivio di stato di Genova,5279fc80-e6d8-40de-8cbe-d46dcfdf165a,40242,Franchixia,"A certain blacksmith Giacomo de Matteo frees the Tartaran slave Nastasia, who is 55 years of age."
Giacomo de Puteo,male,artefices,,,1434–1459,0c0d18d3-1019-431b-8656-6aad8515632e,38723,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1421–1459,1421,1459,38,49a05ea9-18a8-4b70-a816-0afb3af0dd20,39973,,,40,10,y,in a home of an independent party,"Tommaso Duracino, filza 4, nr. 392",1459-07-20,1459,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 891,d9596fa2-5eb7-4ad3-90c3-3f78583e00e6,37835,Archivio di stato di Genova,a62f8d6e-5553-48b0-966e-774f316f2278,40405,Franchixia,"A certain Giacomo de Puteo frees the Russian slave Maria, who is 38 years of age."
Giacomo de Sexto,male,artefices,,,1462–1487,5d18fd0e-f7b5-4708-a20e-a7b6d9ac1613,39896,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1442–1487,1442,1487,45,0f80f7d4-bff3-4848-a0fa-d721003d5059,40116,,,,,,,"Niccolò Raggi, filza 17, nr. 837",1487-11-19,1487,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1029,ccc6cc45-f67b-4bea-8015-34fe70313578,37745,Archivio di stato di Genova,aeb6bd6d-2187-4648-88b7-d95bdf51cfd7,40360,Franchixia,"A certain Giacomo (Iacopo) ""de Sexto"" frees the Circassian slave Caterina, who is 45 years of age."
Giacomo Guastavino,male,,,,1442–1467,75847211-1567-4189-bddd-abb1fe6362c0,39897,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1435–1467,1435,1467,32,c8882841-6193-4eff-af45-aa0cff3dacf6,40117,9,y,,,y,in a home of an independent party,"Giovanni Danove, filza 2, series I, nr. 280",1467-12-23,1467,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 917,83087068-721e-446d-bdff-bd588c1050e2,37854,Archivio di stato di Genova,2bb8e56f-3003-48d0-a7dd-a7beea6012cd,40279,Franchixia,"A certain Giacomo Guastavino frees the Russian slave Maria, who is 32 years of age."
Giorgio de Carmo,male,artefices,revenditor raubarum,,1411–1447,45dccfbf-0629-40e8-a5e4-a39445ef48da,37399,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1418–1436,1418,1436,18,64977ea3-82c1-463a-909d-61ef9e0b0099,39986,,,,,,,"Antonio Fazio, filza 4, series II, nr. 136",1436,1436,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 578,91582f28-58e0-4a1f-929d-df88e6f10b70,37796,Archivio di stato di Genova,3bfbca7e-b8ba-4879-8fdd-ee587a7264b2,40208,Franchixia,"A certain Giorgio de Carmo, ""revenditor raubarum"" frees the Russian slave Maria, who is 18 years of age."
Giorgio Doria,male,nobiles,,,1474–1499,417e60d1-1836-4cc8-b575-8807ecc7fbf1,39898,Maddalena,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,–1499,,1499,1499,748f16b2-b7c3-47d2-82f4-3a1f5084e8ea,40118,,,,,,,"Lorenzo Costa, filza 19, nr. 563",1499,1499,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 1005,2babf84c-fa1d-44f7-bf9e-904ddb1ab40e,39767,Archivio di stato di Genova,50796ec9-036d-44c6-9e98-242e89cb8ca2,40334,Franchixia,"A certain Giorgio Doria frees the Abkhazan slave Maddalena, whose age is not given."
Giorgio Spinola,male,formerly enslaved,,,1438–1463,e5ce2802-a963-4e9e-a7c0-b0910917adcd,38728,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,–1479,,1479,1479,efd97c90-2b77-4bb9-83de-38e6d894aa4d,40041,6,y,,,n,in the home of the 3p obliged to serve,"Giovanni Guiraldi, filza 1, series I, nr. 202",1479-10-16,1479,Giovanni de Guirardis,a34c61b9-d438-4ad1-8230-402936cc2f4e,39758,Notai antichi 930bis,cacc0d0c-721c-4901-8379-de937a38e5fe,39827,Archivio di stato di Genova,cce536c8-81ce-4723-bc41-e947be267326,40297,Franchixia sclave,"A certain Giorgio Spinola,”olim servus” q. Eliano Spinola q. Niccolò, frees the Circassian slave Lucia, who is — years of age, with the obligation that she serve him for another 6 years and so that she might get married. The next item in the filza describes her marriage."
Giorgio Tracerio,male,artefices,barberius,,1462–1488,1ba82e27-9c1c-414f-8aeb-54e83a159244,39899,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1448–1488,1448,1488,40,11cbac0a-6e32-4c0c-92ab-0d6523d1ca37,40119,6,y,60,y,y,at the table of the notary,"Tommaso Duracino, filza 27, series I, nr. 168",1488-06-26,1488,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 914,11a212a2-86c1-4e3e-8c64-48384309ae67,37853,Archivio di stato di Genova,5c65b52e-bf4d-47e6-8a25-180807ed2da2,40397,Franchixia,"A certain barber Giorgio Tracerio frees the Russian slave Caterina, who is 40 years of age."
Giovanni Andrea Vivaldi,male,nobiles,,,1453–1478,38978b44-89e2-478d-830c-d36e61b9028f,39900,Caterina,Wallachian,733d7b8b-8fd6-4b25-a73c-9c3ebdf52517,31563,female,1448–1478,1448,1478,30,69b2e8a5-68a8-4e36-89b0-c6f4d29a51bd,40120,,,,,,,"Lorenzo Costa, filza 8, series I, nr. 175",1478,1478,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Notai antichi 994,f5043ff2-d106-4f3d-b9ae-9016619f12a3,37863,Archivio di stato di Genova,909187e5-747b-4802-b049-4a4ad94dfdc8,40339,Franchixia,"A certain Giovanni Andrea de Vivaldi frees the Wallachian slave Caterina, who is 30 years of age, through a payment to Anfreone Spinola of 60 gold ducats."
Giovanni Cattaneo,male,nobiles,,,1428–1453,1efdb978-5bd1-4975-993c-e33cfe0e3b70,26256,Marta,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1418–1453,1418,1453,35,ae7bf819-c7b3-4ea9-b4a9-887ad970e084,39978,4,,,,y,in the house inhabited by the holder,"Tommaso Duracino, filza 1, series I, nr. 34",1453-03-26,1453,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 888,af120abc-a312-41b7-8b93-49985584cbe0,26211,Archivio di stato di Genova,6a28f6e5-468a-42d5-92f9-b86533006d82,26245,Franchixia,"A certain Giovanni Cattaneo q. Borruele frees the Tartaran slave Marta, who is 35 years old."
Giovanni Costa,male,artefices,notary,,1460–1525,e4a3ee9e-5ae1-45e8-9aa4-f3754742bd1a,23312,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,–1490,,1490,1490,2d3a8e5d-16f1-46da-aceb-1b7526353c1d,40040,,,,,,,"Giovanni Costa, filza 1, nr. 293",1490,1490,Giovanni Costa,e4a3ee9e-5ae1-45e8-9aa4-f3754742bd1a,23312,Notai antichi 1279,16d7ecf5-8416-46b4-bebe-b8611bac7a50,37763,Archivio di stato di Genova,00fe55d4-f0ba-4ab8-8d66-5cb31097ff26,40269,Franchixia,"A certain Giovanni Costa (the notary himself?) frees the Circassian slave Caterina, whose age is not specified."
Giovanni de Accurso,male,artefices,,,1388–1426,753e2c61-9157-487b-94de-9842dd82819d,39901,Margherita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,–1413,,1413,1413,8724a2e6-b48e-4a8d-9348-5d8334b07042,40121,,,,,,,"Battista Garanzo, filza 1, nr. 44",1413,1413,Battista Garanzo,343c6844-2dfd-4b72-9434-ee1750537e76,39759,Notai antichi 520,48f4d934-f120-46e6-b27d-25242c7ff943,39797,Archivio di stato di Genova,e6c0d12d-0c34-4ed1-b2b9-670f55037637,40240,Franchixia sclave,"A certain Giovanni ""de Accurso"" frees the Abkhazan slave Margherita, who is --- years of age."
