sName,sGender,sClass,bClass,sOccupaton,sLocale,sActive,sID,sOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svAge,svActive,svID,svOMID,bName,bGender,bClass,bOccupation,bLocale,bActive,bID,bOMID,pL,pD,pF,pS,actTitle,actDate,aYear,actPlace,actAuthor (aa),aaID,aaOMID,rights,actID,actOMID
Raffaele Lomellini,male,nobiles,nobiles,,,1432–1457,e5e8cff9-bb7c-4be9-9cab-aa6b84bfe771,25046,Maddalena,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,25,1432–1457,d8395b34-da08-4906-893d-966cd7995a8f,35405,Ambrogio Lomellini,male,nobiles,,,1432–1457,806a9714-8c3e-4396-a356-9cea0ff9c8fe,23910,180,,,,"Branca Bagnara, filza 21, nr. 43",1457-05-18,1457,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,7d01dbe4-a135-456e-9f78-6be0f81c3b76,
Luca Arbicono,male,mercantes,artefices,,,1432–1457,57d42c58-5b27-4722-80e5-a3d5f3035b07,27211,Caterina,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd166,26258,female,35,1422–1457,760212a5-7bc9-4efa-a0e1-52c071531485,35010,Niccolò Tassorello,male,artefices,pancogolus,,1432–1457,bebe0be2-f82c-4ea0-adb0-03bd8d2c0b73,27307,76,,,,"Tommaso Duracino, filza 3, series I, nr. 164",1457-06-01,1457,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,cb3a3c12-43c2-4c3d-9a59-c054804fa817,
Benedetto Ittaliano,male,nobiles,nobiles,,,1432–1457,65743016-78c8-4187-b6a2-5e6990b2a818,23759,Melica,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,19,1438–1457,c6098f5d-9a5b-4038-afab-ad48e5740081,35743,Caterina Pallavicini,female,nobiles,,,1432–1457,2f3e1579-f8a8-4901-b30d-7c0b555ff51b,26783,185,,,,"Bartolomeo Risso, filza 5, series I, nr. 181",1457-06-22,1457,Genoa,Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Archivio di stato di Genova,0682d9b6-1a6c-46ed-98bc-069f0eb6c622,
Giacomo de Bargalio,male,artefices,mercantes,censarius,Bargagli,1432–1457,2e890907-7e67-4150-87c1-57caa460e68d,30452,Marta,Russian,2d4212b0-a07e-494a-a7ba-81f254f52349,31354,female,16,1441–1457,81b4b678-0b57-44aa-96e5-59bea340c881,35691,Benedetto Leonardis,male,mercantes,,,1432–1457,f5c66dd4-76a3-4321-8ea8-89f9331aee39,30156,140,,,,"Tommaso Duracino, filza 3, series I, nr. 230",1457-08-08,1457,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,7eb8d2eb-b16a-4d8c-bafc-34149d55ab22,
Lorenzo Valletaro,male,mercantes,nobiles,,,1432–1457,2b917078-b7cb-4ea5-8221-12bd99c8fd87,27210,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52346,31354,female,17,1440–1457,80166c8b-73f0-45c1-8783-a0a1d6a5f0ad,35636,Battista Grimaldi,male,nobiles,preceptor,Marseille,1432–1457,c5853c8a-63e4-494c-adcc-3ef4dfa14957,30127,,60,,60 dc.,"Tommaso Duracino, filza 3, series I, nr. 240",1457-08-27,1457,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,26e9e7da-4e66-4dc4-94f8-c99df97c2f56,
Giovanni de Franchi,male,mercantes,nobiles,,,1432–1457,513a242f-21b2-468c-ac9c-f686a0b64fae,27044,Maria,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb134,31361,female,20,1437–1457,0cb0a91c-526d-4c08-bf3f-5f8ff33a35eb,35618,Gaspare Spinola,male,nobiles,,,1432–1457,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,170,,,,"Bartolomeo Risso, filza 5, series I, nr. 261 *",1457-09-22,1457,Genoa,Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Archivio di stato di Genova,a41ab9b1-1d68-4616-be46-edd9a3788cfe,
Ambrogio de Marini,male,nobiles,nobiles,,,1432–1457,b8b4d8da-3987-463e-ac64-da58a1b415d2,25279,Margherita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,32,1425–1457,893c59ee-a6d1-4f4f-93a6-0038da40758a,35431,Cattaneo de Marini,male,nobiles,,,1432–1457,8ce8dee3-4384-4e29-9f1b-9ab6e44efa5b,30205,140,,,,"Tommaso Duracino, filza 3, series I, nr. 272",1457-10-05,1457,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,3dda8508-09e3-4f19-ac9c-1b6af5302333,
Niccolò Tassorello,male,artefices,artefices,pancogolus,,1432–1457,bebe0be2-f82c-4ea0-adb0-03bd8d2c0b73,27307,Caterina,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd166,26258,female,35,1422–1457,760212a5-7bc9-4efa-a0e1-52c071531485,35010,Giacomo Castelli,male,artefices,barberius,,1432–1457,3ef00670-8c3e-4501-a57a-dc7458a94e6b,30370,76,,,,"Tommaso Duracino, filza 3, series I, nr. 296",1457-11-08,1457,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,9e37781f-bddb-455b-b1dc-b58fa89cdd27,
Tommaso de Zoalio,male,mercantes,artefices,faber,,1432–1457,dd763eca-38cf-4f82-adee-84e2b422a6da,27488,Maddalena,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,24,1433–1457,6d481958-ff39-4c81-ba50-554ee50098bf,35409,Bartolomeo Calisano,male,artefices,seaterius,,1432–1457,8459a037-e38e-4d78-9e45-ec3a55ae9514,30047,150,,,,"Battista Vinelli, filza 1, series II, nr. 342",1457,1457,Genoa,Battista Vinelli,30a67eec-89b0-4907-aca1-14f358223d29,31227,Archivio di stato di Genova,57146e91-a4bb-4c91-8df2-c72610cc139a,36253
Gherardo Spinola,male,nobiles,nobiles,,,1432–1457,ff5ec69b-d0e8-40d4-8c78-d45fab77f548,27154,Lucia,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,22,1435–1457,43f425df-c6c1-445b-841a-7fdd3eedfbc6,35278,Cristoforo de Cabella,male,nobiles,,Cabella Ligure,1432–1457,991cd8ab-afb8-4ecf-a7f8-abf4a9a3b7a3,30225,180,,,,"Branca Bagnara, filza 13, series I, nr. 93",1457,1457,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,4f971a38-6f7a-4667-8c37-c9042a65bb0f,
Lucia Lomellini,female,nobiles,artefices,,,1433–1458,9fba0c96-6ac0-4452-976c-8513bd2931fa,24716,Maria,Moorish,04348640-60da-4bab-811c-6f34b0aef7a24,31559,female,6,1452–1458,7691b039-e573-46b3-90de-7fa36eb6d618,35637,Marta Ungaro,female,artefices,olim serva,,1433–1458,44a38bf8-f943-4975-8b39-93985a124d67,30690,89.25,,,,"Bartolomeo Risso, filza 5, series II, nr. 141 *",1458-04-02,1458,Genoa,Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Archivio di stato di Genova,876eb678-31da-432a-9eda-9638f5e2663f,
Angelo Marchesio,male,mercantes,artefices,,,1433–1458,1a83ca45-cae4-46e5-8425-febdc3de2280,26531,Maria,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd162,26258,female,25,1433–1458,62eec41b-aa3b-4b22-ae22-e6692b67ebf1,35561,Angelo de Maiolo,male,artefices,speciarius,Maggiolo,1433–1458,a555d852-2676-4b0e-a9ce-f765521c57cd,29972,120,,,,"Tommaso Duracino, filza 3, series II, nr. 242",1458-11-29,1458,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,6a1bdd72-b57b-4baf-bb99-dabef4bb89a5,
Angelo Marchesio,male,mercantes,artefices,,,1433–1458,1a83ca45-cae4-46e5-8425-febdc3de2280,26531,Maria,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd165,26258,female,26,1432–1458,30ab02bf-29d7-430f-8ba4-8ed83469f300,35562,Gabriele Rissotto,male,artefices,corrigiarius,,1433–1458,c292f3ba-d4ae-40f7-86b9-1445f221e064,30347,100,,,,"Tommaso Duracino, filza 3, series II, nr. 287",1458-12-21,1458,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,3f2660a1-508a-4ff2-bda2-6dd71416a649,
Antonio de Quarto,male,artefices,mercantes,olim calzolarius,,1434–1459,10280bfa-fd69-4717-9bc2-6e6781002f53,26579,Caterina,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,55,1404–1459,b3b0b9f6-c97a-490e-8661-ee30f484a3b4,34918,Antonio de Bertamino,male,mercantes,,,1434–1459,6188bf6b-3fc7-4941-a2f5-35855658c430,29983,39.75,,,39 l. 15 s.,"Giacomo Rondanina, filza 1, series II, nr. 137",1459-04-07,1459,Genoa,Giacomo Rondanina,d531a40e-11b3-4045-b5f5-bc9ce73b3fe9,25524,Archivio di stato di Genova,7d6abe24-acd0-4281-a3f2-31675c819acd,
Giovanni Ferretto,male,mercantes,artefices,,Fontanegli,1434–1459,8aeb5ce1-1a0d-46ff-ab5f-a645b5664beb,27068,Giorgio,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd177,26258,male,18,1441–1459,67dfd85b-ba14-43b4-8e69-f8e74fa608c1,35173,Teramo de Sale,male,artefices,,,1434–1459,a8def953-8294-4897-935a-8e8f9fc5dd49,30939,120.73,,,120 l. 14 s. 8 d.i.,"Tommaso Duracino, filza 4, nr. 463",1459-09-10,1459,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,98c2a7d6-4ec6-4b1f-a390-54748d85fcc9,
Antonio de Turrilia,male,mercantes,mercantes,lanerius,Torriglia,1435–1460,a2393aa0-407e-49f8-991e-798a95d758ad,26587,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb236,31361,female,16,1444–1460,d88c255a-1845-45f7-bcd4-895362afe3aa,34920,Gabriele Marchiono,male,mercantes,,,1435–1460,59e6b989-0125-4bb5-856f-452d1f288a15,30336,190,,,,"Tommaso Duracino, filza 5, nr. 49 (formerly nr. 311)",1460-01-24,1460,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,1a932504-112f-42ce-ab69-1cf1d1df9855,
Donato Bondinario,male,mercantes,nobiles,,,1435–1460,4dfb6832-22fd-45e4-a62c-870114cbc7e7,26854,Margherita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,24,1436–1460,2171af78-0cd1-41e9-973c-56599e576b71,35470,Giovanni de Mari,male,nobiles,,,1435–1460,68a2768f-b886-45c6-bf35-296949bbee19,30467,130,,,,"Tommaso Duracino, filza 5, nr. 78 *",1460-02-08,1460,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,bb6f24d7-c2bb-4090-b49c-97d81bdad24a,
Luca de Merano,male,mercantes,nobiles,notarius,,1435–1460,fac8f795-1f7e-42e8-a8c8-bdc4779739e7,27215,Margherita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd169,26258,female,32,1428–1460,d8b4f39e-aff4-4c50-9c34-797dfe9004b9,35518,Girolamo Grimaldi,male,nobiles,,,1435–1460,111a77d4-0c95-4cb2-8a9b-9adc7752e200,30545,170,,,,"Tommaso Duracino, filza 5, nr. 437 (formerly nr. 225)",1460-09-01,1460,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,23086318-836f-43aa-9ab2-64ee5b24ae80,
Domenico Fatinante,male,mercantes,nobiles,,,1436–1461,d120c017-523d-4a8f-9bf8-6a9dd0234d64,26840,Agnese,,,,female,30,1431–1461,918654a7-0a1c-406a-bd81-8def2e281f49,34815,Luca di Negro,male,nobiles,,,1436–1461,441f5988-f264-4ab2-b86c-9981a19d2ed3,30648,200,,,,"Tommaso Duracino, filza 6, series I, nr. 42",1461-01-26,1461,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,a23c3c93-69ae-41fc-8831-643f7282712a,
Antonio de Rapallo,male,mercantes,mercantes,,Rapallo,1436–1461,078a35e6-6ae9-4b41-aee1-8834e4a628f2,26580,Margherita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52380,31354,female,12,1449–1461,3ed91992-9926-40ce-969e-8495697ac911,35436,Pietro Stella,male,mercantes,,,1436–1461,a1c75f4e-cba1-48c3-8148-9e199894c5fb,30865,160,,,,"Tommaso Duracino, filza 6, series I, nr. 44",1461-01-28,1461,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,9de388ed-d776-402b-9ba2-9187d131e862,
Agostino Gropallo,male,artefices,artefices,,,1436–1461,8cdcfd7c-9a88-45e9-96ab-d2593bcca19c,26477,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb262,31361,female,26,1435–1461,12342491-a61d-47da-bba5-e60a32872802,35330,Tommaso Ricci,male,artefices,cultelerius,,1436–1461,a8e2bc83-a7cc-44af-af84-f1e5ca71a261,30958,150,,,,"Tommaso Duracino, filza 6, series I, nr. 80",1461-02-20,1461,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,5b1f9354-9f0f-40bc-8ad2-0fe9060a7d00,
Guglielmo Carezza,male,nobiles,artefices,,,1436–1461,43f673df-b0ab-4265-8ac4-f829d85fc37b,27145,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb246,31361,female,26,1435–1461,459523ef-f8b2-4875-a68b-4ab6226d5242,34989,Giovanni Topori,male,artefices,draperius,,1436–1461,5d0aa876-51c3-496e-82af-30bb9300d9bc,30528,190,,,,"Tommaso Duracino, filza 6, series I, nr. 236",1461-07-18,1461,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,84f62209-67b6-4516-bdc7-da740ad7f277,
Giovanni de Averaria,male,artefices,artefices,tabernarius,,1436–1461,ca8a5951-f88a-48a1-bcee-2c18ccc5e22b,27038,Lucia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52307,31354,female,16,1445–1461,589a5fc7-b547-4773-8ff7-34783c14fa05,35290,Giovanni Agostino Ruffino,male,artefices,mersarius,,1436–1461,28933b5e-336b-4730-98fb-815dfbb97c80,30433,160,,,,"Giovanni Valdettaro, filza 1, series II, nr. 161",1461,1461,Genoa,Giovanni Valdettaro,daf23cc4-5d27-44b7-b647-f04804666471,31245,Archivio di stato di Genova,9605c649-9f3d-4bec-8775-969cdad5453b,
Giovanni de Cabella,male,nobiles,nobiles,,Cabella Ligure,1437–1462,8e382e7e-aeda-4073-ab5d-df918cf33d15,27039,Margherita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd176,26258,female,30,1432–1462,3e1febe9-b40a-4ecd-bd90-694de63d21a2,35494,Stefano de Passano,male,nobiles,,,1437–1462,3b5aa832-82d2-4ba7-acdf-1aa178234e24,30927,170,,,,"Tommaso Duracino, filza 6, series II, nr. 136",1462-07-09,1462,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,43866896-b5fa-432f-a73d-abd5fb4b8e89,
Boniforte Cazellis,male,artefices,nobiles,,,1437–1462,84ee1259-8de0-4004-910b-47c044ed7570,26759,Margherita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb226,31361,female,32,1430–1462,400aa489-c329-4f44-80a7-9391c8ea0c06,35454,Battistina de Passano,male,nobiles,,,1437–1462,291729da-ed65-4b95-9595-c36ac1e65a4c,30142,180,,,,"Tommaso Duracino, filza 6, series II, nr. 189 *",1462-09-02,1462,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,4285568f-e3a6-4021-b666-832f1bd5d3e9,
Carlo de Carlo,male,artefices,nobiles,textor pannorum siricorum,,1437–1462,9941d898-3c27-4bb1-9011-821a0855cf0d,26771,Maria,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd77,26258,female,,1462–1462,3a1c37c4-7990-46a7-b880-a067a2afe590,35595,Corrado Gentile,male,nobiles,,,1437–1462,5de77d4c-bbac-4f27-ba29-715acf6216d4,30214,63,,,,"Branca Bagnara, filza 18, nr. 184",1462,1462,Genoa,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Archivio di stato di Genova,f078cc82-2482-4672-a409-3623406c093b,
Paolo Giustiniani,male,mercantes,artefices,,,1437–1462,3b585c33-0d3c-4782-a4ed-e4fa757dbeb8,27352,Maria,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb106,31361,female,20,1442–1462,0010a4f4-0eb6-4c49-8ef8-1d7dac02c63e,35650,Girolamo de Monelia,male,artefices,,,1437–1462,1180e151-d0ba-4a0c-bcf2-2fa4db74be7f,30542,170,,,,"Antonio Fazio, filza 20, series I, nr. 121",1462,1462,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,6e1a4604-6c6c-4de2-9a76-a5e02d553fb6,
Lodisio de Sancto Blaxio,male,mercantes,nobiles,,,1437–1462,60e75720-7435-4094-b211-240d1a200659,27188,Lucia,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,18,1444–1462,2d001d9b-7dcd-419e-bb06-85753ca7bf49,35300,Giacomo Cicala,male,nobiles,,,1437–1462,668252ee-57a9-4958-bab4-8e504f148b13,30373,200,,,,"Giovanni Danove, filza 1, series II, nr. 100",1462,1462,Genoa,Giovanni Danove,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Archivio di stato di Genova,046884e5-e607-44cf-87b7-9ee5af1163cb,
Giacomo Bon,male,artefices,nobiles,,,1437–1462,1f46e8ca-0a97-4d3a-9580-df0a3ea8ea3f,26954,an unnamed Circassian woman,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb155,31361,female,20,1442–1462,e6e11d16-c174-4d6c-aba7-eec20f6b65b1,35859,Barnaba Fieschi,male,nobiles,,,1437–1462,e757fac4-a8e2-455f-9344-95e47ecb3a23,30035,215,,,,"Giovanni Danove, filza 1, series II, nr. 96",1462,1462,Genoa,Giovanni Danove,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Archivio di stato di Genova,1757fd12-d071-44e4-846c-280e882e3230,
Oberto Pinelli,male,nobiles,artefices,,,1438–1463,7f5a7fae-5849-46c2-b567-54622509b12d,27319,Margheritina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52338,31354,female,25,1438–1463,8f7b1ee5-994a-42b9-ae98-589be5668c46,35554,Marco Verrina,male,artefices,seatarius,,1438–1463,ea04479b-99c4-4e8f-b5bd-4d32e61c1912,30682,190,,,,"Oberto Foglietta, filza 8, nr. 47 *",1463-01-14,1463,Genoa,Oberto Foglietta,81f48433-23d8-400f-af76-6c8483a8b922,23507,Archivio di stato di Genova,325ec8a4-0e4b-4201-a98b-5bf155d48df6,36726
Oberto Pinelli,male,nobiles,mercantes,,,1438–1463,7f5a7fae-5849-46c2-b567-54622509b12d,27319,Margheritina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52335,31354,female,25,1438–1463,318bf50d-85c1-45d8-b175-4bdee379f7be,35553,Bartolomeo Verrini,male,mercantes,seatarius,,1438–1463,918c83c7-0185-4e8a-89e9-dc1d74c4a76e,30092,190,,,,"Oberto Foglietta, filza 8, nr. 47 *",1463-01-14,1463,Genoa,Oberto Foglietta,81f48433-23d8-400f-af76-6c8483a8b922,23507,Archivio di stato di Genova,325ec8a4-0e4b-4201-a98b-5bf155d48df6,36726
Antonio de Cassina,male,mercantes,nobiles,,Albisola,1438–1463,f1d3f738-94e6-4037-9e87-21f825b27df8,26555,Caterina,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,28,1435–1463,377a53a3-c2ae-4e61-acdc-556658fda667,34915,Ambrogio Cattaneo,male,nobiles,,,1438–1463,8ebf9262-7d4a-4864-8249-0d524a1a5325,29939,130,,,,"Tommaso Duracino, filza 7, series I, nr. 64",1463-03-16,1463,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,c2c0b3f9-31c3-4488-a1cf-3806153168fd,
Emanuele Sbariota,male,artefices,nobiles,,,1438–1463,960d863a-6442-4e85-b988-5646ecb86fa2,27229,Lucia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52382,31354,female,22,1441–1463,8c7db33b-ed7c-466e-b04f-b58aa463e883,35269,Simone Lecavello,male,nobiles,,,1438–1463,6bbd3533-6e65-4639-9f17-026ec59c1ef0,30911,200,,,,"Tommaso Duracino, filza 7, series I, nr. 197",1463-09-19,1463,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,079d8500-2bc7-49bc-85f3-3aa0078e213d,
Battista Raggi,male,mercantes,mercantes,,,1438–1463,2caa0891-06e8-4652-82d2-e52db10f9f1a,26706,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb233,31361,female,18,1445–1463,a449f8cd-6af2-41b6-9c81-717911dbede3,35250,Giovanni Francesco Palmario,male,mercantes,,,1438–1463,ba871e84-326e-4426-a993-7dc6d85ae217,30312,200,,,,"Tommaso Duracino, filza 7, series I, nr. 196",1463-09-19,1463,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,a46b0595-2b6b-40d5-9ede-1316ad09cac5,
Battista Raggi,male,mercantes,mercantes,,,1438–1463,2caa0891-06e8-4652-82d2-e52db10f9f1a,26706,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb240,31361,female,18,1445–1463,4580fb18-1613-4846-bda9-d03321a76ee5,35251,Giacomo Maruffo,male,mercantes,,,1438–1463,50ad4701-21d6-47d7-8ff0-3b4e7e445572,26981,160,,,,"Tommaso Duracino, filza 7, series I, nr. 202",1463-10-01,1463,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,17210d96-b54f-4649-94d4-3b6ee8d36645,
Gaspare Ricci,male,artefices,nobiles,,,1438–1463,922921f0-9ec6-49e9-a497-a9f972656723,26950,Margherita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd35,26258,female,33,1430–1463,332518f9-e7cd-41a2-90af-4fa88b9830e6,35487,Luciano de Marini,male,nobiles,,,1438–1463,e27fb698-44a1-4f73-a289-890a1c181b67,30659,140,,,,"Antonio Fazio, filza 20, series II, nr. 386",1463,1463,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,348ae891-b4db-49f0-b552-3b4b760bb752,
Bianca Salvago,female,nobiles,nobiles,,,1439–1464,2096d66e-25b6-44f1-9512-b76941021da6,27579,Anna,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb254,31361,female,28,1436–1464,a9c5df02-4c95-4ccf-8776-18662a663e70,34855,Salvagia Frascaria,female,nobiles,,,1439–1464,62181495-4814-4594-8385-d9b0e529383e,30894,200,,,,"Tommaso Duracino, filza 7, series II, nr. 17",1464-01-13,1464,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,8d4cfe23-f851-4751-a6a3-1e13a9d628ff,
Teramo de Maiolo,male,mercantes,nobiles,,Maggiolo,1439–1464,e572d0f3-411c-41e2-950a-73043114445c,27470,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52372,31354,female,24,1440–1464,88dc46cb-7998-44cb-b5c2-5a4cfb5d51ce,35041,Matteo de Semino,male,nobiles,,,1439–1464,e86adff9-c7ac-42d9-9536-39e754d2100a,30723,190,,,,"Tommaso Duracino, filza 7, series II, nr. 389",1464-12-24,1464,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,bce38c03-a6ea-4c03-9d32-54d60e0bb8b9,
Orietta de Savinione,female,mercantes,mercantes,,,1439–1464,938d5607-fbb3-4388-ad5a-4e6c5e1f86a4,27328,Caterina,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,14,1450–1464,4684c668-30c4-43d3-b1df-585612d742e0,35014,Niccolò Marchione,male,mercantes,,,1439–1464,dc66c1d5-eef1-4fd7-8b95-30b0d1d637a4,30762,160,,,,"Antonio Fazio, filza 20, series II, nr. 456",1464,1464,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,294c4f03-d435-49b4-a086-3fb099a6928c,36024
Paolo de Savinione,male,mercantes,mercantes,,,1439–1464,a1927902-9302-49a1-9747-31c36898d864,27351,Caterina,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,14,1450–1464,92439316-9130-4133-a676-f46317b23eee,35019,Niccolò Marchione,male,mercantes,,,1439–1464,dc66c1d5-eef1-4fd7-8b95-30b0d1d637a4,30762,160,,,,"Antonio Fazio, filza 20, series II, nr. 456",1464,1464,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,294c4f03-d435-49b4-a086-3fb099a6928c,36024
Goffredo Lercari,male,nobiles,nobiles,,,1439–1464,b757cfc2-cb2c-4c52-90bd-22d0deea8b12,23842,Marta,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,28,1436–1464,000d683a-7948-4892-8e7b-83d09774cf66,35696,Gregorio Lercari,male,nobiles,,,1439–1464,893fc9a2-183f-44c3-8a85-7a6dc107ebcb,23844,200,,,,"Oberto Foglietta, filza 9, nr. 91",1464,1464,Genoa,Oberto Foglietta,81f48433-23d8-400f-af76-6c8483a8b922,23507,Archivio di stato di Genova,8f93fe4d-4b52-4bc8-abc4-a57658fd45f9,
Teramo Fossatello,male,artefices,nobiles,,,1439–1464,d3683847-1e7b-4e09-9d76-050f4f7cb754,27473,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb158,31361,female,18,1446–1464,2abd7bf5-6e6e-4f2a-aee2-321079f9f5e7,35323,Luca Lomellini,male,nobiles,,,1439–1464,0337a7bd-3a39-42ef-b56f-de78b1ffa2cc,30654,220,,,,"Giovanni Danove, filza 1, series II, nr. 330",1464,1464,Genoa,Giovanni Danove,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Archivio di stato di Genova,3a94efe4-9c23-4f53-9540-eec73ccb0f55,
